date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:19:11	408/408	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:15%20GMT	http://www.techfest.org/bigdata	E:/CLabs/Weh/www.techfest.org/bigdata	(from http://www.techfest.org/ideate)
13:19:11	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:16%20GMT	http://www.techfest.org/workshops#bigdata	E:/CLabs/Weh/www.techfest.org/workshops#bigdata	(from http://www.techfest.org/ideate)
13:19:12	436/436	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:16%20GMT	http://www.techfest.org/cyberforensics	E:/CLabs/Weh/www.techfest.org/cyberforensics	(from http://www.techfest.org/ideate)
13:19:12	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:16%20GMT	http://www.techfest.org/workshops#cyberforensics	E:/CLabs/Weh/www.techfest.org/workshops#cyberforensics	(from http://www.techfest.org/ideate)
13:19:12	436/436	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:16%20GMT	http://www.techfest.org/roboexpedition	E:/CLabs/Weh/www.techfest.org/roboexpedition	(from http://www.techfest.org/ideate)
13:19:12	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:17%20GMT	http://www.techfest.org/workshops#roboexpedition	E:/CLabs/Weh/www.techfest.org/workshops#roboexpedition	(from http://www.techfest.org/ideate)
13:19:13	392/392	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:17%20GMT	http://www.techfest.org/zeb	E:/CLabs/Weh/www.techfest.org/zeb	(from http://www.techfest.org/ideate)
13:19:13	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:17%20GMT	http://www.techfest.org/workshops#zeb	E:/CLabs/Weh/www.techfest.org/workshops#zeb	(from http://www.techfest.org/ideate)
13:19:13	392/392	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:17%20GMT	http://www.techfest.org/wmg	E:/CLabs/Weh/www.techfest.org/wmg	(from http://www.techfest.org/ideate)
13:19:13	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:17%20GMT	http://www.techfest.org/workshops#wmg	E:/CLabs/Weh/www.techfest.org/workshops#wmg	(from http://www.techfest.org/ideate)
13:19:13	380/380	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:18%20GMT	http://www.techfest.org/iot	E:/CLabs/Weh/www.techfest.org/iot	(from http://www.techfest.org/ideate)
13:19:14	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:18%20GMT	http://www.techfest.org/ideate#iot	E:/CLabs/Weh/www.techfest.org/ideate#iot	(from http://www.techfest.org/ideate)
13:19:14	396/396	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:18%20GMT	http://www.techfest.org/saksham	E:/CLabs/Weh/www.techfest.org/saksham	(from http://www.techfest.org/ideate)
13:19:14	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:18%20GMT	http://www.techfest.org/ideate#saksham	E:/CLabs/Weh/www.techfest.org/ideate#saksham	(from http://www.techfest.org/ideate)
13:19:14	408/408	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:19%20GMT	http://www.techfest.org/innovation	E:/CLabs/Weh/www.techfest.org/innovation	(from http://www.techfest.org/ideate)
13:19:15	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:19%20GMT	http://www.techfest.org/ideate#innovation	E:/CLabs/Weh/www.techfest.org/ideate#innovation	(from http://www.techfest.org/ideate)
13:19:15	428/428	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:19%20GMT	http://www.techfest.org/meshflare	E:/CLabs/Weh/www.techfest.org/meshflare	(from http://www.techfest.org/ideate)
13:19:15	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:19%20GMT	http://www.techfest.org/competitions#meshflare	E:/CLabs/Weh/www.techfest.org/competitions#meshflare	(from http://www.techfest.org/ideate)
13:19:15	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:20%20GMT	http://www.techfest.org/galactictrooper	E:/CLabs/Weh/www.techfest.org/galactictrooper	(from http://www.techfest.org/ideate)
13:19:16	436/436	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:20%20GMT	http://www.techfest.org/quantumcode	E:/CLabs/Weh/www.techfest.org/quantumcode	(from http://www.techfest.org/ideate)
13:19:16	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:20%20GMT	http://www.techfest.org/competitions#quantumcode	E:/CLabs/Weh/www.techfest.org/competitions#quantumcode	(from http://www.techfest.org/ideate)
13:19:16	440/440	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:20%20GMT	http://www.techfest.org/uavchallenge	E:/CLabs/Weh/www.techfest.org/uavchallenge	(from http://www.techfest.org/ideate)
13:19:16	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:20%20GMT	http://www.techfest.org/competitions#uavchallenge	E:/CLabs/Weh/www.techfest.org/competitions#uavchallenge	(from http://www.techfest.org/ideate)
13:19:16	448/448	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:21%20GMT	http://www.techfest.org/spraychallenge	E:/CLabs/Weh/www.techfest.org/spraychallenge	(from http://www.techfest.org/ideate)
13:19:17	1217836/1217836	---M--	200	added ('OK')	application/pdf	etag:%2212952c-5438e0b075d26%22	http://www.techfest.org/img/schedule.pdf	E:/CLabs/Weh/www.techfest.org/img/schedule.pdf	(from http://www.techfest.org/)
13:19:17	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:21%20GMT	http://www.techfest.org/competitions#spraychallenge	E:/CLabs/Weh/www.techfest.org/competitions#spraychallenge	(from http://www.techfest.org/ideate)
13:19:17	440/440	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:21%20GMT	http://www.techfest.org/fullthrottle	E:/CLabs/Weh/www.techfest.org/fullthrottle	(from http://www.techfest.org/ideate)
13:19:17	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:21%20GMT	http://www.techfest.org/competitions#fullthrottle	E:/CLabs/Weh/www.techfest.org/competitions#fullthrottle	(from http://www.techfest.org/ideate)
13:19:17	424/424	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:22%20GMT	http://www.techfest.org/submerge	E:/CLabs/Weh/www.techfest.org/submerge	(from http://www.techfest.org/ideate)
13:19:18	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:22%20GMT	http://www.techfest.org/competitions#submerge	E:/CLabs/Weh/www.techfest.org/competitions#submerge	(from http://www.techfest.org/ideate)
13:19:18	420/420	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:22%20GMT	http://www.techfest.org/skylark	E:/CLabs/Weh/www.techfest.org/skylark	(from http://www.techfest.org/ideate)
13:19:18	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:22%20GMT	http://www.techfest.org/competitions#skylark	E:/CLabs/Weh/www.techfest.org/competitions#skylark	(from http://www.techfest.org/ideate)
13:19:18	416/416	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:22%20GMT	http://www.techfest.org/boeing	E:/CLabs/Weh/www.techfest.org/boeing	(from http://www.techfest.org/ideate)
13:19:18	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:23%20GMT	http://www.techfest.org/competitions#boeing	E:/CLabs/Weh/www.techfest.org/competitions#boeing	(from http://www.techfest.org/ideate)
13:19:19	436/436	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:23%20GMT	http://www.techfest.org/resemblance	E:/CLabs/Weh/www.techfest.org/resemblance	(from http://www.techfest.org/ideate)
13:19:19	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:23%20GMT	http://www.techfest.org/competitions#resemblance	E:/CLabs/Weh/www.techfest.org/competitions#resemblance	(from http://www.techfest.org/ideate)
13:19:19	420/420	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:23%20GMT	http://www.techfest.org/generex	E:/CLabs/Weh/www.techfest.org/generex	(from http://www.techfest.org/ideate)
13:19:19	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:24%20GMT	http://www.techfest.org/competitions#generex	E:/CLabs/Weh/www.techfest.org/competitions#generex	(from http://www.techfest.org/ideate)
13:19:20	420/420	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:24%20GMT	http://www.techfest.org/energon	E:/CLabs/Weh/www.techfest.org/energon	(from http://www.techfest.org/ideate)
13:19:20	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:24%20GMT	http://www.techfest.org/competitions#energon	E:/CLabs/Weh/www.techfest.org/competitions#energon	(from http://www.techfest.org/ideate)
13:19:20	432/432	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:24%20GMT	http://www.techfest.org/skyscraper	E:/CLabs/Weh/www.techfest.org/skyscraper	(from http://www.techfest.org/ideate)
13:19:20	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:24%20GMT	http://www.techfest.org/competitions#skyscraper	E:/CLabs/Weh/www.techfest.org/competitions#skyscraper	(from http://www.techfest.org/ideate)
13:19:20	424/424	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:25%20GMT	http://www.techfest.org/colonize	E:/CLabs/Weh/www.techfest.org/colonize	(from http://www.techfest.org/ideate)
13:19:21	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:25%20GMT	http://www.techfest.org/competitions#colonize	E:/CLabs/Weh/www.techfest.org/competitions#colonize	(from http://www.techfest.org/ideate)
13:19:21	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:25%20GMT	http://www.techfest.org/icc	E:/CLabs/Weh/www.techfest.org/icc	(from http://www.techfest.org/ideate)
13:19:21	404/404	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:25%20GMT	http://www.techfest.org/irc	E:/CLabs/Weh/www.techfest.org/irc	(from http://www.techfest.org/ideate)
13:19:21	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:25%20GMT	http://www.techfest.org/competitions#irc	E:/CLabs/Weh/www.techfest.org/competitions#irc	(from http://www.techfest.org/ideate)
13:19:21	424/424	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:26%20GMT	http://www.techfest.org/robowars	E:/CLabs/Weh/www.techfest.org/robowars	(from http://www.techfest.org/ideate)
13:19:22	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:46:26%20GMT	http://www.techfest.org/competitions#robowars	E:/CLabs/Weh/www.techfest.org/competitions#robowars	(from http://www.techfest.org/ideate)
13:19:23	2101/2101	---M--	200	added ('OK')	image/png	etag:%22835-53e39981974e6%22	http://www.techfest.org/summit_assets/img/summit_favicon.png	E:/CLabs/Weh/www.techfest.org/summit_assets/img/summit_favicon.png	(from http://www.techfest.org/summit)
13:19:24	113502/113502	---M-Z	200	added ('OK')	text/css	etag:%221bb5e-53e3998103d86-gzip%22	http://www.techfest.org/summit_assets/css/bootstrap.min.css	E:/CLabs/Weh/www.techfest.org/summit_assets/css/bootstrap.min.css	(from http://www.techfest.org/summit)
13:19:24	22004/22004	---M-Z	200	added ('OK')	text/css	etag:%2255f4-53e3998113786-gzip%22	http://www.techfest.org/summit_assets/css/font-awesome.min.css	E:/CLabs/Weh/www.techfest.org/summit_assets/css/font-awesome.min.css	(from http://www.techfest.org/summit)
13:19:24	1127/1127	---M-Z	200	added ('OK')	text/css	etag:%22467-53e3998126066-gzip%22	http://www.techfest.org/summit_assets/css/superslides.css	E:/CLabs/Weh/www.techfest.org/summit_assets/css/superslides.css	(from http://www.techfest.org/summit)
13:19:25	4215/4215	---M-Z	200	added ('OK')	text/css	etag:%221077-53e399811b486-gzip%22	http://www.techfest.org/summit_assets/css/slick.css	E:/CLabs/Weh/www.techfest.org/summit_assets/css/slick.css	(from http://www.techfest.org/summit)
13:19:25	57095/57095	---M-Z	200	added ('OK')	text/css	etag:%22df07-53e3998105cc6-gzip%22	http://www.techfest.org/summit_assets/css/animate.css	E:/CLabs/Weh/www.techfest.org/summit_assets/css/animate.css	(from http://www.techfest.org/summit)
13:19:25	18364/18364	---M-Z	200	added ('OK')	text/css	etag:%2247bc-53e399810d9c6-gzip%22	http://www.techfest.org/summit_assets/css/elastic_grid.css	E:/CLabs/Weh/www.techfest.org/summit_assets/css/elastic_grid.css	(from http://www.techfest.org/summit)
13:19:25	848/848	---M-Z	200	added ('OK')	text/css	etag:%22350-53e39981185a6-gzip%22	http://www.techfest.org/summit_assets/css/jquery.circliful.css	E:/CLabs/Weh/www.techfest.org/summit_assets/css/jquery.circliful.css	(from http://www.techfest.org/summit)
13:19:26	2729/2729	---M-Z	200	added ('OK')	text/css	etag:%22aa9-53e399822eac6-gzip%22	http://www.techfest.org/summit_assets/css/themes/default-theme.css	E:/CLabs/Weh/www.techfest.org/summit_assets/css/themes/default-theme.css	(from http://www.techfest.org/summit)
13:19:26	38698/38698	---M-Z	200	added ('OK')	text/css	etag:%22972a-53e3998124126-gzip%22	http://www.techfest.org/summit_assets/css/style.css	E:/CLabs/Weh/www.techfest.org/summit_assets/css/style.css	(from http://www.techfest.org/summit)
13:19:27	9389/9389	---M--	200	added ('OK')	image/png	etag:%2224ad-53e39981a4006%22	http://www.techfest.org/summit_assets/img/summit_logo.png	E:/CLabs/Weh/www.techfest.org/summit_assets/img/summit_logo.png	(from http://www.techfest.org/summit)
13:19:27	79158/79158	---M--	200	added ('OK')	image/jpeg	etag:%2213536-53e39981a8e26%22	http://www.techfest.org/summit_assets/img/thumbnail.jpg	E:/CLabs/Weh/www.techfest.org/summit_assets/img/thumbnail.jpg	(from http://www.techfest.org/summit)
13:19:29	15342/15342	---M--	200	added ('OK')	image/jpeg	etag:%223bee-54163fdf01366%22	http://www.techfest.org/summit_assets/img/speakers/jeff.jpg	E:/CLabs/Weh/www.techfest.org/summit_assets/img/speakers/jeff.jpg	(from http://www.techfest.org/summit)
13:19:31	25903/25903	---M--	200	added ('OK')	image/jpeg	etag:%22652f-5437abea356c0%22	http://www.techfest.org/summit_assets/img/speakers/anjali.jpg	E:/CLabs/Weh/www.techfest.org/summit_assets/img/speakers/anjali.jpg	(from http://www.techfest.org/summit)
13:19:34	10893/10893	---M--	200	added ('OK')	image/jpeg	etag:%222a8d-53e3998282a86%22	http://www.techfest.org/summit_assets/img/speakers/karthik.jpg	E:/CLabs/Weh/www.techfest.org/summit_assets/img/speakers/karthik.jpg	(from http://www.techfest.org/summit)
13:19:35	56393/56393	---M--	200	added ('OK')	image/jpeg	etag:%22dc49-53e399825a9e6%22	http://www.techfest.org/summit_assets/img/full-slider/summit_cover2.jpg	E:/CLabs/Weh/www.techfest.org/summit_assets/img/full-slider/summit_cover2.jpg	(from http://www.techfest.org/summit)
13:19:43	83931/83931	---M--	200	added ('OK')	image/png	etag:%22147db-543adaf5c0580%22	http://www.techfest.org/summit_assets/img/speakers/sonam.png	E:/CLabs/Weh/www.techfest.org/summit_assets/img/speakers/sonam.png	(from http://www.techfest.org/summit)
13:19:47	79796/79796	---M--	200	added ('OK')	image/png	etag:%22137b4-5433c57a3bac0%22	http://www.techfest.org/summit_assets/img/speakers/kaustubh.png	E:/CLabs/Weh/www.techfest.org/summit_assets/img/speakers/kaustubh.png	(from http://www.techfest.org/summit)
13:19:50	17256/17256	---M--	200	added ('OK')	image/jpeg	etag:%224368-54372350e0fc0%22	http://www.techfest.org/summit_assets/img/speakers/goldee.jpg	E:/CLabs/Weh/www.techfest.org/summit_assets/img/speakers/goldee.jpg	(from http://www.techfest.org/summit)
13:20:45	481422/481422	---M--	200	added ('OK')	image/png	etag:%227588e-5437235c52ac0%22	http://www.techfest.org/summit_assets/img/speakers/vidya.png	E:/CLabs/Weh/www.techfest.org/summit_assets/img/speakers/vidya.png	(from http://www.techfest.org/summit)
13:20:47	351684/351684	---M--	200	added ('OK')	application/pdf	etag:%2255dc4-542c29bd41866%22	http://www.techfest.org/summit_assets/img/IoTWorkShop_IBM.pdf	E:/CLabs/Weh/www.techfest.org/summit_assets/img/IoTWorkShop_IBM.pdf	(from http://www.techfest.org/summit)
13:20:48	5163/5163	---M--	200	added ('OK')	image/jpeg	etag:%22142b-53e39982bc466%22	http://www.techfest.org/summit_assets/img/sponsors/ansys.jpg	E:/CLabs/Weh/www.techfest.org/summit_assets/img/sponsors/ansys.jpg	(from http://www.techfest.org/summit)
13:20:50	7654/7654	---M--	200	added ('OK')	image/jpeg	etag:%221de6-54222b4fa8fe6%22	http://www.techfest.org/summit_assets/img/sponsors/ibm.jpg	E:/CLabs/Weh/www.techfest.org/summit_assets/img/sponsors/ibm.jpg	(from http://www.techfest.org/summit)
13:20:52	9435/9435	---M--	200	added ('OK')	image/png	etag:%2224db-53f1d299f4c86%22	http://www.techfest.org/summit_assets/img/sponsors/virtusa.png	E:/CLabs/Weh/www.techfest.org/summit_assets/img/sponsors/virtusa.png	(from http://www.techfest.org/summit)
13:20:53	5127/5127	---M--	200	added ('OK')	image/jpeg	etag:%221407-54222aa456986%22	http://www.techfest.org/summit_assets/img/sponsors/oracle.jpg	E:/CLabs/Weh/www.techfest.org/summit_assets/img/sponsors/oracle.jpg	(from http://www.techfest.org/summit)
13:20:54	7803/7803	---M--	200	added ('OK')	image/jpeg	etag:%221e7b-54222b11aae06%22	http://www.techfest.org/summit_assets/img/sponsors/sap.jpg	E:/CLabs/Weh/www.techfest.org/summit_assets/img/sponsors/sap.jpg	(from http://www.techfest.org/summit)
13:20:55	5564/5564	---M-Z	200	added ('OK')	application/javascript	etag:%2215bc-53e39981e08c6-gzip%22	http://www.techfest.org/summit_assets/js/jquery.easing.min.js	E:/CLabs/Weh/www.techfest.org/summit_assets/js/jquery.easing.min.js	(from http://www.techfest.org/summit)
13:20:56	10035/10035	---M-Z	200	added ('OK')	application/javascript	etag:%222733-53e39981ee386-gzip%22	http://www.techfest.org/summit_assets/js/jquery.ui.map.js	E:/CLabs/Weh/www.techfest.org/summit_assets/js/jquery.ui.map.js	(from http://www.techfest.org/summit)
13:20:56	7082/7082	---M-Z	200	added ('OK')	application/javascript	etag:%221baa-53e3998201c06-gzip%22	http://www.techfest.org/summit_assets/js/wow.min.js	E:/CLabs/Weh/www.techfest.org/summit_assets/js/wow.min.js	(from http://www.techfest.org/summit)
13:20:58	35601/35601	---M-Z	200	added ('OK')	application/javascript	etag:%228b11-53e39981cb106-gzip%22	http://www.techfest.org/summit_assets/js/bootstrap.min.js	E:/CLabs/Weh/www.techfest.org/summit_assets/js/bootstrap.min.js	(from http://www.techfest.org/summit)
13:20:59	7791/7791	---M-Z	200	added ('OK')	application/javascript	etag:%221e6f-53e39981e9566-gzip%22	http://www.techfest.org/summit_assets/js/jquery.superslides.min.js	E:/CLabs/Weh/www.techfest.org/summit_assets/js/jquery.superslides.min.js	(from http://www.techfest.org/summit)
13:21:01	32049/32049	---M-Z	200	added ('OK')	application/javascript	etag:%227d31-53e3998200c66-gzip%22	http://www.techfest.org/summit_assets/js/slick.min.js	E:/CLabs/Weh/www.techfest.org/summit_assets/js/slick.min.js	(from http://www.techfest.org/summit)
13:21:01	6501/6501	---M-Z	200	added ('OK')	application/javascript	etag:%221965-53e39981dbaa6-gzip%22	http://www.techfest.org/summit_assets/js/jquery.circliful.min.js	E:/CLabs/Weh/www.techfest.org/summit_assets/js/jquery.circliful.min.js	(from http://www.techfest.org/summit)
13:21:02	8281/8281	---M-Z	200	added ('OK')	application/javascript	etag:%222059-53e39981f31a6-gzip%22	http://www.techfest.org/summit_assets/js/modernizr.custom.js	E:/CLabs/Weh/www.techfest.org/summit_assets/js/modernizr.custom.js	(from http://www.techfest.org/summit)
13:21:03	1835/1835	---M-Z	200	added ('OK')	application/javascript	etag:%2272b-53e39981cb106-gzip%22	http://www.techfest.org/summit_assets/js/classie.js	E:/CLabs/Weh/www.techfest.org/summit_assets/js/classie.js	(from http://www.techfest.org/summit)
13:21:03	9376/9376	---M-Z	200	added ('OK')	application/javascript	etag:%2224a0-53e39981e56e6-gzip%22	http://www.techfest.org/summit_assets/js/jquery.easytabs.min.js	E:/CLabs/Weh/www.techfest.org/summit_assets/js/jquery.easytabs.min.js	(from http://www.techfest.org/summit)
13:21:05	21951/21951	---M-Z	200	added ('OK')	application/javascript	etag:%2255bf-53e39981d6c86-gzip%22	http://www.techfest.org/summit_assets/js/elastic_grid.min.js	E:/CLabs/Weh/www.techfest.org/summit_assets/js/elastic_grid.min.js	(from http://www.techfest.org/summit)
13:21:06	13586/13586	---M-Z	200	added ('OK')	application/javascript	etag:%223512-53e39981d4d46-gzip%22	http://www.techfest.org/summit_assets/js/custom.js	E:/CLabs/Weh/www.techfest.org/summit_assets/js/custom.js	(from http://www.techfest.org/summit)
13:21:06	336/336	---M--	302	error ('Found')	text/html	date:Wed,%2025%20Jan%202017%2007:48:10%20GMT	http://www.techfest.org/competitions.jpg	E:/CLabs/Weh/www.techfest.org/competitions.jpg	(from http://www.techfest.org/competitions)
13:21:08	13560/13560	---M--	200	added ('OK')	image/jpeg	etag:%2234f8-53cf153668f26%22	http://www.techfest.org/img/competitions/technorio3.jpg	E:/CLabs/Weh/www.techfest.org/img/competitions/technorio3.jpg	(from http://www.techfest.org/competitions)
13:21:09	28396/28396	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jan%202017%2007:48:13%20GMT	http://www.techfest.org/technorion	E:/CLabs/Weh/www.techfest.org/technorion.html	(from http://www.techfest.org/competitions)
13:21:56	288026/288026	---M--	200	added ('OK')	image/png	etag:%224651a-53cf151c6e8e6%22	http://www.techfest.org/img/intl_challenge.png	E:/CLabs/Weh/www.techfest.org/img/intl_challenge.png	(from http://www.techfest.org/competitions)
13:21:58	12020/12020	---M--	200	added ('OK')	image/jpeg	etag:%222ef4-53cf153648b86%22	http://www.techfest.org/img/competitions/tata_front.jpg	E:/CLabs/Weh/www.techfest.org/img/competitions/tata_front.jpg	(from http://www.techfest.org/competitions)
13:22:11	80548/80548	---M--	200	added ('OK')	image/jpeg	etag:%2213aa4-53cf1536ab5a6%22	http://www.techfest.org/img/competitions/xtreme.jpg	E:/CLabs/Weh/www.techfest.org/img/competitions/xtreme.jpg	(from http://www.techfest.org/competitions)
13:22:15	23708/23708	---M--	200	added ('OK')	image/jpeg	etag:%225c9c-53cf153696d86%22	http://www.techfest.org/img/competitions/compi2.jpg	E:/CLabs/Weh/www.techfest.org/img/competitions/compi2.jpg	(from http://www.techfest.org/competitions)
13:22:19	19908/19908	---M--	200	added ('OK')	image/jpeg	etag:%224dc4-53cf1536b32a6%22	http://www.techfest.org/img/competitions/dimensions.jpg	E:/CLabs/Weh/www.techfest.org/img/competitions/dimensions.jpg	(from http://www.techfest.org/competitions)
13:22:22	17834/17834	---M--	200	added ('OK')	image/jpeg	etag:%2245aa-53cf1536d9406%22	http://www.techfest.org/img/competitions/airplane.jpg	E:/CLabs/Weh/www.techfest.org/img/competitions/airplane.jpg	(from http://www.techfest.org/competitions)
13:22:28	40091/40091	---M--	200	added ('OK')	image/jpeg	etag:%229c9b-53ebd5a27dda6%22	http://www.techfest.org/img/competitions/spectechale.jpg	E:/CLabs/Weh/www.techfest.org/img/competitions/spectechale.jpg	(from http://www.techfest.org/competitions)
13:22:33	20298/20298	---M--	200	added ('OK')	image/jpeg	etag:%224f4a-5412bc91ec886%22	http://techfest.org/img/sponsors/17/robovr.jpg	E:/CLabs/Weh/techfest.org/img/sponsors/17/robovr.jpg	(from http://www.techfest.org/competitions)
13:22:36	14803/14803	---M--	200	added ('OK')	image/jpeg	etag:%2239d3-53cf153610146%22	http://www.techfest.org/img/competitions/mesh.jpg	E:/CLabs/Weh/www.techfest.org/img/competitions/mesh.jpg	(from http://www.techfest.org/competitions)
13:23:44	419709/419709	---M--	200	added ('OK')	application/pdf	etag:%226677d-53f743fcbfb66%22	http://www.techfest.org/resource/Mesh_Flare_Wildcard.pdf	E:/CLabs/Weh/www.techfest.org/resource/Mesh_Flare_Wildcard.pdf	(from http://www.techfest.org/competitions)
13:24:03	1239524/1239524	---M--	200	added ('OK')	image/gif	etag:%2212e9e4-5428451c452a6%22	http://www.techfest.org/summit_assets/img/workshop.gif	E:/CLabs/Weh/www.techfest.org/summit_assets/img/workshop.gif	(from http://www.techfest.org/summit)
13:24:03	55923/55923	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jan%202017%2007:51:07%20GMT	http://www.techfest.org/register/meshflare	E:/CLabs/Weh/www.techfest.org/register/meshflare.html	(from http://www.techfest.org/competitions)
13:24:23	119369/119369	---M--	200	added ('OK')	application/pdf	etag:%221d249-5424d512fb8c6%22	http://www.techfest.org/resources/rb_sl.pdf	E:/CLabs/Weh/www.techfest.org/resources/rb_sl.pdf	(from http://www.techfest.org/competitions)
13:24:46	145777/145777	---M--	200	added ('OK')	application/pdf	etag:%2223971-53e89aa2a1866%22	http://www.techfest.org/resource/Security_Letter.pdf	E:/CLabs/Weh/www.techfest.org/resource/Security_Letter.pdf	(from http://www.techfest.org/competitions)
13:24:48	10966/-1	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Jan%202017%2007:51:51%20GMT	http://www.techfest.org/archives/tf13/resources/ps/Robowars/Introduction.pdf	E:/CLabs/Weh/www.techfest.org/archives/tf13/resources/ps/Robowars/Introduction.17a.delayed	(from http://www.techfest.org/competitions)
13:24:50	10966/-1	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Jan%202017%2007:51:53%20GMT	http://www.techfest.org/archives/tf13/resources/ps/Robowars/Design%20Fundamentals.pdf	E:/CLabs/Weh/www.techfest.org/archives/tf13/resources/ps/Robowars/Design%20Fundamentals.17b.delayed	(from http://www.techfest.org/competitions)
13:24:52	10966/-1	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Jan%202017%2007:51:55%20GMT	http://www.techfest.org/archives/tf13/resources/ps/Robowars/Materials.pdf	E:/CLabs/Weh/www.techfest.org/archives/tf13/resources/ps/Robowars/Materials.17c.delayed	(from http://www.techfest.org/competitions)
13:24:54	437828/437828	---M--	200	added ('OK')	application/pdf	etag:%226ae44-53f743fcca746%22	http://www.techfest.org/resource/Mesh_Flare_Finale.pdf	E:/CLabs/Weh/www.techfest.org/resource/Mesh_Flare_Finale.pdf	(from http://www.techfest.org/competitions)
13:24:54	10966/-1	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Jan%202017%2007:51:57%20GMT	http://www.techfest.org/archives/tf13/resources/ps/Robowars/Joining%20elements.pdf	E:/CLabs/Weh/www.techfest.org/archives/tf13/resources/ps/Robowars/Joining%20elements.17d.delayed	(from http://www.techfest.org/competitions)
